Metadata;Interaction;Success Rate;Variational Difference (Samples);Best VD;Elapsed Time;LAO (Costs);LAO (Success Rate);LAO (Aggregate Costs);LAO (Aggregate Success Rate)
(None, 2);18;;1.0;1.0;15.800098180770874;;;;
(None, 4);18;;1.0;1.0;26.057080507278442;;;;
(None, 6);18;;1.0;1.0;35.65718173980713;;;;
(None, 8);18;;1.0;1.0;45.95616698265076;;;;
(None, 10);18;;1.0;1.0;56.077290296554565;;;;
(None, 11);23;;0.976063829787234;0.976063829787234;57.48592925071716;;;;
(None, 12);28;;0.976063829787234;0.976063829787234;58.900408029556274;;;;
(None, 13);33;;0.976063829787234;0.976063829787234;60.2276771068573;;;;
(None, 14);38;;0.976063829787234;0.976063829787234;62.089558601379395;;;;
(None, 15);43;;0.976063829787234;0.976063829787234;63.89714169502258;;;;
(None, 17);93;;0.976063829787234;0.976063829787234;76.26617431640625;;;;
(None, 19);93;;0.976063829787234;0.976063829787234;85.65171313285828;;;;
(None, 21);93;;0.976063829787234;0.976063829787234;97.59273052215576;;;;
(None, 23);93;;0.976063829787234;0.976063829787234;108.7179787158966;;;;
(None, 25);93;;0.976063829787234;0.976063829787234;121.52317261695862;;;;
(None, 27);93;;0.976063829787234;0.976063829787234;132.80345559120178;;;;
(None, 29);93;;0.976063829787234;0.976063829787234;144.88910222053528;;;;
(None, 31);93;;0.976063829787234;0.976063829787234;157.1409797668457;;;;
(None, 32);98;;0.7898936170212766;0.7898936170212766;158.39716124534607;;;;
(None, 33);103;;0.7898936170212766;0.7898936170212766;159.74430632591248;;;;
(None, 34);108;;0.7898936170212766;0.7898936170212766;161.32498812675476;;;;
(None, 35);113;;0.7898936170212766;0.7898936170212766;162.99426078796387;;;;
(None, 36);118;;0.7898936170212766;0.7898936170212766;164.24217581748962;;;;
(None, 37);123;;0.7898936170212766;0.7898936170212766;165.55791091918945;;;;
(None, 38);128;;0.7898936170212766;0.7898936170212766;167.12882685661316;;;;
(None, 39);133;;0.7898936170212766;0.7898936170212766;169.25972080230713;;;;
(None, 41);171;;0.7898936170212766;0.7898936170212766;183.12770652770996;;;;
(None, 43);171;;0.7898936170212766;0.7898936170212766;193.96060991287231;;;;
(None, 45);171;;0.7898936170212766;0.7898936170212766;204.08418035507202;;;;
(None, 47);171;;0.7898936170212766;0.7898936170212766;215.0418586730957;;;;
(None, 49);171;;0.7898936170212766;0.7898936170212766;225.07887959480286;;;;
(None, 51);171;;0.7898936170212766;0.7898936170212766;236.20400261878967;;;;
(None, 53);171;;0.7898936170212766;0.7898936170212766;246.91457605361938;;;;
(None, 55);171;;0.7898936170212766;0.7898936170212766;258.39997005462646;;;;
(None, 57);171;;0.7898936170212766;0.7898936170212766;270.6093170642853;;;;
(None, 59);171;;0.7898936170212766;0.7898936170212766;284.3945288658142;;;;
(None, 60);176;;0.6037234042553191;0.6037234042553191;285.9657402038574;;;;
(None, 61);181;;0.6037234042553191;0.6037234042553191;287.36712098121643;;;;
(None, 62);186;;0.6037234042553191;0.6037234042553191;288.9637486934662;;;;
(None, 63);191;;0.6037234042553191;0.6037234042553191;290.72174549102783;;;;
(None, 64);196;;0.6037234042553191;0.6037234042553191;292.17693614959717;;;;
(None, 65);201;;0.6037234042553191;0.6037234042553191;293.95634269714355;;;;
(None, 66);206;;0.6037234042553191;0.6037234042553191;295.84448885917664;;;;
(None, 67);211;;0.6037234042553191;0.6037234042553191;297.52940368652344;;;;
(None, 68);216;;0.6037234042553191;0.6037234042553191;299.2313003540039;;;;
(None, 69);221;;0.6037234042553191;0.6037234042553191;300.6387586593628;;;;
(None, 71);249;;0.6037234042553191;0.6037234042553191;313.8544125556946;;;;
(None, 73);249;;0.6037234042553191;0.6037234042553191;324.22253012657166;;;;
(None, 75);249;;0.6037234042553191;0.6037234042553191;335.0552861690521;;;;
(None, 77);249;;0.6037234042553191;0.6037234042553191;345.6598665714264;;;;
(None, 79);249;;0.6037234042553191;0.6037234042553191;356.8316583633423;;;;
(None, 81);249;;0.6037234042553191;0.6037234042553191;367.39458560943604;;;;
(None, 83);249;;0.6037234042553191;0.6037234042553191;380.53277683258057;;;;
(None, 85);249;;0.6037234042553191;0.6037234042553191;391.10205936431885;;;;
(None, 86);259;;0.5292553191489362;0.5292553191489362;392.61174416542053;;;;
(None, 87);264;;0.5292553191489362;0.5292553191489362;394.1325628757477;;;;
(None, 88);269;;0.5292553191489362;0.5292553191489362;395.76614212989807;;;;
(None, 89);274;;0.5292553191489362;0.5292553191489362;397.84003138542175;;;;
(None, 90);279;;0.5292553191489362;0.5292553191489362;399.241824388504;;;;
(None, 91);284;;0.5292553191489362;0.5292553191489362;400.7694308757782;;;;
(None, 92);289;;0.5292553191489362;0.5292553191489362;402.13468503952026;;;;
(None, 93);294;;0.5292553191489362;0.5292553191489362;404.17226123809814;;;;
(None, 95);359;;0.5292553191489362;0.5292553191489362;414.1789104938507;;;;
(None, 97);359;;0.5292553191489362;0.5292553191489362;424.15326261520386;;;;
(None, 99);359;;0.5292553191489362;0.5292553191489362;434.5238251686096;;;;
(None, 101);359;;0.5292553191489362;0.5292553191489362;446.1077358722687;;;;
