Metadata;Interaction;Success Rate;Variational Difference (Samples);Best VD;Elapsed Time;LAO (Costs);LAO (Success Rate);LAO (Aggregate Costs);LAO (Aggregate Success Rate)
;10;0.0;1.0;1.0;0.24817132949829102;;;;
;20;0.0;1.0;1.0;0.3058278560638428;;;;
;30;0.0;0.976063829787234;0.976063829787234;0.6503708362579346;;;;
;40;0.0;0.9547872340425532;0.9547872340425532;1.845487117767334;;;;
;50;0.0;0.9122340425531915;0.9122340425531915;4.324704170227051;;;;
;60;0.0;0.8984042553191489;0.8984042553191489;8.796370506286621;;;;
;70;0.0;0.9095744680851063;0.8984042553191489;9.996717929840088;;;;
;80;0.0;0.9095744680851063;0.8984042553191489;20.13776731491089;;;;
;90;0.0;0.9095744680851063;0.8984042553191489;23.603377103805542;;;;
;100;0.0;0.723404255319149;0.723404255319149;31.572154760360718;;;;
;110;0.0;0.8702127659574468;0.723404255319149;32.20773911476135;;;;
;120;0.0;0.8515957446808511;0.723404255319149;33.09437155723572;;;;
;130;0.0;0.8515957446808511;0.723404255319149;34.22705364227295;;;;
;140;0.0;0.8515957446808511;0.723404255319149;34.349183797836304;;;;
;150;0.0;0.8074468085106383;0.723404255319149;37.14510488510132;;;;
;160;0.0;0.8037234042553192;0.723404255319149;38.36710500717163;;;;
;170;0.0;0.798936170212766;0.723404255319149;40.35793113708496;;;;
;180;0.0;0.8037234042553192;0.723404255319149;44.536826848983765;;;;
;190;0.0;0.7542553191489362;0.723404255319149;46.47379207611084;;;;
;200;0.0;0.7537234042553191;0.723404255319149;46.56955575942993;;;;
;210;0.0;0.7547872340425532;0.723404255319149;46.61613917350769;;;;
;220;0.0;0.7542553191489362;0.723404255319149;46.694711446762085;;;;
;230;0.0;0.752127659574468;0.723404255319149;52.575976848602295;;;;
;240;0.0;0.7510638297872341;0.723404255319149;52.825056314468384;;;;
;250;0.0;0.7510638297872341;0.723404255319149;53.031474351882935;;;;
;260;0.0;0.750531914893617;0.723404255319149;53.104832887649536;;;;
;270;0.0;0.750531914893617;0.723404255319149;53.194748878479004;;;;
;280;0.0;0.6861702127659575;0.6861702127659575;63.01181197166443;;;;
;290;0.0;0.6867021276595745;0.6861702127659575;69.03706121444702;;;;
;300;0.0;0.6867021276595745;0.6861702127659575;69.16077995300293;;;;
;310;0.0;0.6297872340425532;0.6297872340425532;71.28812980651855;;;;
;320;0.0;0.6281914893617021;0.6281914893617021;71.3576967716217;;;;
;330;0.0;0.6292553191489362;0.6281914893617021;71.44725775718689;;;;
;340;0.0;0.6297872340425532;0.6281914893617021;71.53556728363037;;;;
;350;0.0;0.6276595744680851;0.6276595744680851;71.68412494659424;;;;
;360;0.0;0.6287234042553191;0.6276595744680851;71.74699997901917;;;;
;370;0.0;0.6287234042553191;0.6276595744680851;71.84563112258911;;;;
;380;0.0;0.6287234042553191;0.6276595744680851;76.03606510162354;;;;
;390;0.0;0.6297872340425532;0.6276595744680851;76.13469171524048;;;;
;400;0.0;0.6297872340425532;0.6276595744680851;76.22342252731323;;;;
;410;0.0;0.6292553191489362;0.6276595744680851;76.31148743629456;;;;
;420;0.0;0.6292553191489362;0.6276595744680851;76.40333890914917;;;;
;430;0.0;0.6297872340425532;0.6276595744680851;76.51676535606384;;;;
;440;0.0;0.6292553191489362;0.6276595744680851;76.60462927818298;;;;
;450;0.0;0.6292553191489362;0.6276595744680851;76.71833205223083;;;;
;460;0.0;0.6276595744680851;0.6276595744680851;76.76530432701111;;;;
;470;0.0;0.625531914893617;0.625531914893617;84.07980513572693;;;;
;480;0.0;0.6239361702127659;0.6239361702127659;84.21316194534302;;;;
;490;0.0;0.625;0.6239361702127659;84.30706644058228;;;;
;500;0.0;0.6260638297872341;0.6239361702127659;84.43322491645813;;;;
;510;0.0;0.6239361702127659;0.6239361702127659;84.52069759368896;;;;
;520;0.0;0.625;0.6239361702127659;84.67805695533752;;;;
;530;0.0;0.625531914893617;0.6239361702127659;84.75721311569214;;;;
;540;0.0;0.625531914893617;0.6239361702127659;84.84046912193298;;;;
;550;0.0;0.625;0.6239361702127659;84.90796875953674;;;;
;560;0.0;0.6164893617021276;0.6164893617021276;91.10459113121033;;;;
;570;0.0;0.6159574468085106;0.6159574468085106;91.18430519104004;;;;
;580;0.0;0.6164893617021276;0.6159574468085106;91.25826454162598;;;;
;590;0.0;0.6154255319148936;0.6154255319148936;91.3553991317749;;;;
;600;0.0;0.6154255319148936;0.6154255319148936;91.44176578521729;;;;
;610;0.0;0.6170212765957447;0.6154255319148936;91.51255869865417;;;;
;620;0.0;0.6143617021276596;0.6143617021276596;91.58253479003906;;;;
;630;0.0;0.5829787234042553;0.5829787234042553;96.68844318389893;;;;
;640;0.0;0.5829787234042553;0.5829787234042553;96.78612279891968;;;;
;650;0.0;0.5813829787234043;0.5813829787234043;96.91839838027954;;;;
;660;0.0;0.5835106382978723;0.5813829787234043;97.0135817527771;;;;
;670;0.0;0.6090425531914894;0.5813829787234043;103.92956638336182;;;;
;680;0.0;0.6074468085106383;0.5813829787234043;103.9901795387268;;;;
;690;0.0;0.6079787234042553;0.5813829787234043;104.04564428329468;;;;
;700;0.0;0.6090425531914894;0.5813829787234043;104.11156678199768;;;;
;710;0.0;0.6085106382978723;0.5813829787234043;104.20978307723999;;;;
;720;0.0;0.6079787234042553;0.5813829787234043;104.30911684036255;;;;
;730;0.0;0.6085106382978723;0.5813829787234043;104.42607879638672;;;;
;740;0.0;0.6079787234042553;0.5813829787234043;104.50875496864319;;;;
;750;0.0;0.6090425531914894;0.5813829787234043;104.57305669784546;;;;
;760;0.0;0.6085106382978723;0.5813829787234043;104.63345122337341;;;;
;770;0.0;0.6085106382978723;0.5813829787234043;104.7158453464508;;;;
;780;0.0;0.6069148936170212;0.5813829787234043;104.84609746932983;;;;
;790;0.0;0.6074468085106383;0.5813829787234043;104.98236465454102;;;;
;800;0.0;0.6085106382978723;0.5813829787234043;105.04637670516968;;;;
;810;0.0;0.6079787234042553;0.5813829787234043;105.13746857643127;;;;
;820;0.0;0.6079787234042553;0.5813829787234043;105.24726748466492;;;;
;830;0.0;0.6085106382978723;0.5813829787234043;105.31399154663086;;;;
;840;0.0;0.5452127659574468;0.5452127659574468;114.46161007881165;;;;
;850;0.0;0.5430851063829787;0.5430851063829787;114.53649377822876;;;;
;860;0.0;0.4601063829787234;0.4601063829787234;121.82241988182068;;;;
;870;0.0;0.45904255319148934;0.45904255319148934;121.90099883079529;;;;
;880;0.0;0.45904255319148934;0.45904255319148934;121.95575785636902;;;;
;890;0.0;0.4601063829787234;0.45904255319148934;122.05584144592285;;;;
;900;0.0;0.46063829787234045;0.45904255319148934;122.13773512840271;;;;
;910;0.0;0.46063829787234045;0.45904255319148934;122.19580864906311;;;;
;920;0.0;0.46117021276595743;0.45904255319148934;122.295574426651;;;;
;930;0.0;0.4601063829787234;0.45904255319148934;122.36012721061707;;;;
;940;0.0;0.45904255319148934;0.45904255319148934;133.81649923324585;;;;
;950;0.0;0.46117021276595743;0.45904255319148934;133.90688800811768;;;;
;960;0.0;0.5377659574468086;0.45904255319148934;142.99237179756165;;;;
;970;0.0;0.5382978723404256;0.45904255319148934;143.13465476036072;;;;
;980;0.0;0.5382978723404256;0.45904255319148934;143.2553493976593;;;;
;990;0.0;0.5377659574468086;0.45904255319148934;143.34218549728394;;;;
;1000;0.0;0.5382978723404256;0.45904255319148934;143.45420026779175;;;;
;1010;0.0;0.5377659574468086;0.45904255319148934;143.57588124275208;;;;
;1020;0.0;0.5377659574468086;0.45904255319148934;143.69711542129517;;;;
;1030;0.0;0.5377659574468086;0.45904255319148934;143.83925127983093;;;;
;1040;0.0;0.5382978723404256;0.45904255319148934;143.94139647483826;;;;
;1050;0.0;0.5340425531914894;0.45904255319148934;153.42820191383362;;;;
;1060;0.0;0.5345744680851063;0.45904255319148934;153.5367317199707;;;;
;1070;0.0;0.5351063829787234;0.45904255319148934;153.70047807693481;;;;
;1080;0.0;0.5351063829787234;0.45904255319148934;153.78611183166504;;;;
;1090;0.0;0.5340425531914894;0.45904255319148934;153.89275074005127;;;;
;1100;0.0;0.5335106382978724;0.45904255319148934;153.9819142818451;;;;
;1110;0.0;0.5361702127659574;0.45904255319148934;164.64482235908508;;;;
;1120;0.0;0.5345744680851063;0.45904255319148934;164.753586769104;;;;
;1130;0.0;0.5340425531914894;0.45904255319148934;164.8604736328125;;;;
;1140;0.0;0.5351063829787234;0.45904255319148934;164.91408491134644;;;;
;1150;0.0;0.5340425531914894;0.45904255319148934;164.9885504245758;;;;
;1160;0.0;0.5367021276595745;0.45904255319148934;165.05184197425842;;;;
;1170;0.0;0.5345744680851063;0.45904255319148934;165.0964856147766;;;;
;1180;0.0;0.5345744680851063;0.45904255319148934;165.17836046218872;;;;
;1190;0.0;0.5340425531914894;0.45904255319148934;165.252667427063;;;;
;1200;0.0;0.5329787234042553;0.45904255319148934;165.30567932128906;;;;
;1210;0.0;0.5340425531914894;0.45904255319148934;165.42180466651917;;;;
;1220;0.0;0.5351063829787234;0.45904255319148934;165.52788972854614;;;;
;1230;0.0;0.5361702127659574;0.45904255319148934;165.67872762680054;;;;
;1240;0.0;0.5345744680851063;0.45904255319148934;176.60648345947266;;;;
;1250;0.0;0.5351063829787234;0.45904255319148934;176.70791006088257;;;;
;1260;0.0;0.5351063829787234;0.45904255319148934;176.80685782432556;;;;
;1270;0.0;0.5345744680851063;0.45904255319148934;176.92245268821716;;;;
;1280;0.0;0.5356382978723404;0.45904255319148934;177.0045735836029;;;;
;1290;0.0;0.5361702127659574;0.45904255319148934;177.07660627365112;;;;
;1300;0.0;0.5361702127659574;0.45904255319148934;177.2313871383667;;;;
;1310;0.0;0.5372340425531915;0.45904255319148934;177.45921087265015;;;;
;1320;0.0;0.5356382978723404;0.45904255319148934;177.55028748512268;;;;
;1330;0.0;0.5324468085106383;0.45904255319148934;177.62274265289307;;;;
;1340;0.0;0.5345744680851063;0.45904255319148934;188.93296098709106;;;;
;1350;0.0;0.5361702127659574;0.45904255319148934;189.0490381717682;;;;
;1360;0.0;0.5367021276595745;0.45904255319148934;189.14153051376343;;;;
;1370;0.0;0.5351063829787234;0.45904255319148934;189.2215015888214;;;;
;1380;0.0;0.5356382978723404;0.45904255319148934;189.32048678398132;;;;
;1390;0.0;0.5351063829787234;0.45904255319148934;189.3921434879303;;;;
;1400;0.0;0.5351063829787234;0.45904255319148934;189.47978901863098;;;;
;1410;0.0;0.5345744680851063;0.45904255319148934;189.53420162200928;;;;
;1420;0.0;0.5340425531914894;0.45904255319148934;189.63435792922974;;;;
;1430;0.0;0.5345744680851063;0.45904255319148934;202.36608219146729;;;;
;1440;0.0;0.5351063829787234;0.45904255319148934;202.5039565563202;;;;
;1450;0.0;0.5372340425531915;0.45904255319148934;202.57733702659607;;;;
;1460;0.0;0.5367021276595745;0.45904255319148934;202.64171075820923;;;;
;1470;0.0;0.5367021276595745;0.45904255319148934;202.72190594673157;;;;
;1480;0.0;0.5345744680851063;0.45904255319148934;202.77893829345703;;;;
;1490;0.0;0.5351063829787234;0.45904255319148934;202.84693694114685;;;;
;1500;0.0;0.5351063829787234;0.45904255319148934;202.95444774627686;;;;
